場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點,AED地點描述
誠品生活股份有限公司台大店,新生南路3段98號,63000030,25.016996,121.533065,大型購物場所,百貨業,誠品書店台大店1F緊急逃生出口處,誠品書店台大店1F緊急逃生出口
豐隆大飯店股份有限公司(台北君悅酒店),松壽路2號,63000020,25.035255,121.562439,旅宿場所,飯店,一樓商務中心旁,一樓大廳商務中心旁
學校財團法人中華浸信會基督教台灣浸會神學院,吳興街394巷1號,63000020,25.023742,121.566763,學校、大型集會場所,大專院校,二號辦公室,AED 安裝區: 緊鄰文具收納櫃旁的那面牆
武甲運動事業有限公司古亭營業所,羅斯福路二段93號B1,63000030,25.025228,121.524275,學校、大型集會場所,健身房,台北市羅斯福路二段93號B1,B1休息區及櫃檯所交接處。
天成大飯店,忠孝西路一段四十三號,63000050,25.0467151,121.5156511,旅宿場所,旅館,飯店一樓大廳,飯店一樓大廳旋轉樓梯下方
臺北市政府衛生局社區心理衛生中心,金山南路一段5號,63000050,25.041679,121.529652,其他,其他場所,1樓大廳,1樓開放空間包含民眾休憩及候診區域
交通部公路總局臺北市區監理所,八德路4段21號,63000010,25.048478,121.558997,其他,其他場所,監理所1樓,位於1樓服務台正前方牆面
GYMEFIT健康店,台北市松山區健康路227號,63000010,25.0543148,121.5626807,其他,其他場所,入們扣口左側牆上,入們扣口左側牆上
臺北市士林區公所,中正路439號1樓,63000110,25.092762,121.519559,其他,其他場所,士林行政中心1樓電梯左側,士林行政中心1樓電梯左側
香港商世界健身事業有限公司台北松仁分公司,松仁路277號B1.1樓,63000020,25.024338,121.569739,學校、大型集會場所,健身房,健身中心B1,教練櫃台旁
臺北南港展覽館2館,經貿二路2號,63000090,25.056239,121.615618,其他,其他場所,展覽館7樓,服務台附近
交通部觀光署,忠孝東路4段290號9樓,63000030,25.041247,121.555697,其他,其他場所,9樓服務台,9樓服務台
台北亞都麗緻大飯店,民權東路2段41號,63000040,25.06282,121.530058,其他,其他場所,台北市民權東路二段41號,飯店大廳
香港商世界健身事業有限公司忠孝分公司,忠孝東路4段201號3樓,63000030,25.041677,121.551655,學校、大型集會場所,健身房,健身中心三樓洽談區,香港商世界健身事業有限公司忠孝分公司(10690 台北市大安區忠孝東路四段201號3F)
香港商世界健身事業有限公司飛動公館分公司,羅斯福路三段281號,63000030,25.018002,121.531381,學校、大型集會場所,健身房,櫃台大廳,櫃檯前方
嘉禾新村,永春街131巷,63000050,25.0156342,121.5269975,觀光旅遊地區,文化園區,嘉禾故事館服務台,嘉禾故事館服務台
臺北市私立延平高級中學,建國南路1段275號,63000030,25.036378,121.538413,學校、大型集會場所,高中職,操場 司令台,操場 司令台
臺北市萬華老人服務中心,開封街二段39號3樓,63000070,25.04714076,121.5064315,其他,其他場所,萬華老人中心3樓公共區域辦公室旁,萬華老人服務中心位於福星社宅3樓，AED設置於萬華老人中心公共區域辦公室旁。
GonnaFat-權宇,長安東路二段99號2樓,63000040,25.0485735,121.5349587,學校、大型集會場所,健身房,二樓櫃台旁,全家旁樓梯
財團法人台北市文化基金會台北當代藝術館,長安西路39號,63000060,25.050725,121.518975,大型休閒場所,美術館,售票大廳處,放置於售票服務大廳
醫療財團法人好心肝基金會好心肝診所,公園路30號2樓之2,63000050,25.044454,121.516835,其他,其他場所,醫療財團法人好心肝基金會好心肝診所,好心肝診所防火門處
衛生福利部中央健康保險署臺北業務組,公園路15之1號5樓,63000050,25.044786,121.517406,其他,其他場所,聯合服務中心五樓服務台前方,聯合服務中心五樓服務台前方
公務人員保障暨培訓委員會,試院路1之3號,63000080,24.987862,121.549293,其他,其他場所,玉衡樓1樓大廳,玉衡樓1樓大廳
衛生福利部疾病管制署研檢南港臨時辦公室,研究院路二段128號(中央研究院院區內),63000090,25.04201962,121.6166635,其他,其他場所,研檢南港臨時辦公室一樓大廳,研檢南港臨時辦公室大門入口右側(警衛櫃台對面)
國營臺灣鐵路股份有限公司北區營運處臺北運務段 南港站,南港路1段313號,63000090,25.053216,121.607058,交通要衝,台鐵車站,第二月台行車室門前,第二月台行車室門前
衛生福利部,忠孝東路六段488號,63000090,25.050197,121.595335,其他,其他場所,1樓東側梯廳前,1樓東側梯廳前
衛生福利部,忠孝東路六段488號,63000090,25.050197,121.595335,其他,其他場所,8樓西側公共空間,衛生福利大樓8樓西側公共空間
衛生福利部,忠孝東路六段488號,63000090,25.050197,121.595335,其他,其他場所,3樓西側哺乳室前,衛生福利大樓3樓西側哺乳室前
中國科技大學臺北校區,興隆路3段56號,63000080,24.997535,121.554239,學校、大型集會場所,大專院校,中山育樂館2樓,中山育樂館2樓舞台左前方
實踐大學台北校區,大直街70號,63000040,25.084817,121.544749,學校、大型集會場所,大專院校,G棟1樓衛生保健一組前,實踐大學衛保組，G棟一樓衛生保健一組門口
愛健康肌力教室,內湖路二段73號1樓,63000100,25.079821,121.5823711,其他,其他場所,門口,進門左側
臺北市立金華國民中學,新生南路二段32號,63000030,25.031201,121.533178,其他,其他場所,中穿堂樓梯旁廊道,中穿堂樓梯旁廊道
財團法人臺灣敦睦聯誼會所屬作業組織圓山大飯店,中山北路4段1巷1號,63000040,25.078611,121.526287,旅宿場所,旅館,本館2樓健身房,本館2樓健身房內
虎鐵健身工作室,重慶南路一段88號2樓,63000050,25.043012,121.512982,大型休閒場所,運動場館(如小巨蛋),入口處,入口處
潤泰百益股份有限公司/CITYLINK松山壹號店,松山路11號,63000020,25.04919,121.578299,大型購物場所,商場,2樓服務台 右方,2樓服務台 右方
欣欣大眾市場股份有限公司,林森北路247號,63000040,25.05421,121.525601,大型購物場所,百貨業,B1美食街,"欣欣百貨位在台北市中山區林森北路14、15號公園旁，距中山捷運站1,000公尺，對面為晶華酒店，是多元化的百貨商場，包含Wellcome超級市場、生活工場、美食街、百貨商場及晶華影城、星巴克咖啡館、藍屋日本餐廳與古拉爵意大利餐廳。"
華山1914文化創意產業園區,八德路一段一號,63000050,25.04413,121.529399,觀光旅遊地區,文化園區,紅磚區哨所,紅磚區保全警衛室
剝皮寮歷史街區西側,廣州街151號,63000070,25.036768,121.501879,觀光旅遊地區,文化園區,廣州街155號,位於廣州街155號後門相接廣場處
國立臺灣師範大學公館校區(汀州路4段88號),汀州路4段88號,63000080,25.007963,121.536905,學校、大型集會場所,大專院校,公館校區學七舍1樓,學七舍1樓大廳
台北京站威秀影城,市民大道一段209號5F,63000060,25.049369,121.517479,大型休閒場所,電影片映演場所(戲院、電影院),5F大廳,5F大廳售票處左側
銘傳大學台北校區(士林區中山北路5段),中山北路5段250號,63000110,25.086068,121.527551,學校、大型集會場所,大專院校,男生宿舍2樓,銘傳大學男生宿舍2樓
華山1914文化創意產業園區,八德路一段一號,63000050,25.04413,121.529399,觀光旅遊地區,文化園區,側門警衛室,側門警衛室
臺北市立中山幼兒園,大直街25號1樓,63000040,25.0819332,121.5467679,其他,其他場所,幼兒園 大門口,1樓大門入口處 左側牆面 (保全人員座位旁)
台灣水泥股份有限公司,中山北路2段113號,63000040,25.060735,121.52322,其他,其他場所,大廳右側入口,"台泥大樓一樓大廳內,右側入口處"
台灣水泥股份有限公司,中山北路2段113號,63000040,25.060735,121.52322,其他,其他場所,3樓前廳,台泥大樓三樓士敏廳入場處左側
威秀影城股份有限公司信義分公司,松壽路20號,63000020,25.035636,121.567099,大型休閒場所,電影片映演場所(戲院、電影院),2F售票處,2F男廁入口手扶梯前
中國文化大學 大恩館,華岡路55號,63000110,25.136543,121.538749,學校、大型集會場所,大專院校,大恩館,中國文化大學校本部大恩館2樓，學務處旁
台南海鮮會館,基河路130號B1,63000110,25.089169,121.523022,其他,其他場所,會館大廳櫃檯,會館大廳櫃檯
臺北市立中崙高級中學,八德路四段101號,63000010,25.049505,121.562213,學校、大型集會場所,高中職,1樓健康中心門口,1樓面對健康中心門口左側(健康中心與體育組辦公室之間)
臺北市立中山國民中學,復興北路361巷7號,63000010,25.060537,121.54535,其他,其他場所,健康中心內,學校健康中心
臺北醫學大學 環保暨安全衛生處,吳興街250號,63000020,25.025685,121.561929,學校、大型集會場所,大專院校,綜合大樓,前棟一樓門口內
臺北醫學大學 環保暨安全衛生處,吳興街250號,63000020,25.025685,121.561929,學校、大型集會場所,大專院校,體育館,體育館一樓大門門口外
臺北醫學大學 環保暨安全衛生處,吳興街250號,63000020,25.025685,121.561929,學校、大型集會場所,大專院校,拇山學院,拇山學院一樓門口內右側
臺北市內湖國中,台北市內湖區陽光街1號,63000100,25.077035,121.58869,學校、大型集會場所,國中,學務處走廊,學務處走廊，電梯前方
臺北市立麗山高級中學,環山路2段100號,63000100,25.08437,121.577969,學校、大型集會場所,高中職,學務處門口,本校AED設置地點位於南棟教學大樓2樓學務處門口
好市多股份有限公司內湖分公司,舊宗路1段268號,63000100,25.063967,121.576059,大型購物場所,賣場,3樓藥局櫃台旁,3樓藥局櫃台旁
臺北市立三民國中,114台北市內湖區民權東路六段45號,63000100,25.0698092,121.5860526,學校、大型集會場所,國中,穿堂,門口穿堂
臺北市中山運動中心,中山北路2段44巷2號,63000040,25.054844,121.521326,學校、大型集會場所,健身中心,1樓客梯旁,"臺北市中山運動中心
運動場館
AED位於1樓客梯旁"
臺北市立動物園,新光路二段30號,63000080,24.998347,121.581036,其他,其他場所,大門入口服務台,服務台後方
臺北市士林運動中心,士商路一號,63000110,25.089668,121.521411,學校、大型集會場所,健身中心,二樓健身房設施,放置二樓健身房設施，靠近服務櫃檯處
臺北市內湖運動中心,洲子街12號,63000100,25.078266,121.575229,學校、大型集會場所,健身中心,5樓健身房,放置內湖運動中心5樓健身房入口
好市多股份有限公司內湖分公司,舊宗路1段268號,63000100,25.063967,121.576059,大型購物場所,賣場,1樓賣場大門出入口旁,賣場大門出入口旁
臺北市公有永樂市場(布業商場),迪化街1段21號,63000060,25.054862,121.51055,其他,其他場所,永樂市場布業商場二樓自治會辦公室,永樂市場布業商場二樓自治會辦公室外
臺北市立仁愛國民中學,仁愛路4段130號,63000030,25.037529,121.550674,其他,其他場所,司令台後方,司令台後方
國立政治大學附屬高級中學,政大一街353號,63000080,24.98668,121.583376,學校、大型集會場所,高中職,籃球場,體育館4樓籃球場旁
臺北市龍山寺地下街商場,西園路1段145號 B1 行政中心,63000070,25.036085,121.499544,大型購物場所,地下街,B1 B區廣場,B1 B區廣場
國立臺灣師範大學校本部(和平東路1段162號) ,和平東路1段162號,63000030,25.02603,121.528283,學校、大型集會場所,大專院校,校本部誠大樓5樓走廊,校本部誠大樓5樓博士班教室外面走廊牆上
臺北市懷愛館,辛亥路3段330號,63000030,25.013535,121.552553,學校、大型集會場所,殯儀館,第二殯儀館駐警室入口處,民眾治喪場所
臺北市松山區松山國民小學,八德路4段746號,63000010,25.051109,121.579143,其他,其他場所,游泳池,松山國小游泳池內
臺北市大同區健康服務中心,昌吉街52號,63000060,25.065792,121.516316,其他,其他場所,大門入口處,大門入口處
士林官邸正館,福林路60號,63000110,25.094898,121.530152,觀光旅遊地區,地方政府主管風景區,正館一樓,正館一樓服務台旁
臺北市大安區健康服務中心,臥龍里辛亥路三段15號,63000030,25.021577,121.544274,其他,其他場所,1樓服務台,1樓服務台後方
臺北孔廟,大龍街275號,63000060,25.072762,121.516179,觀光旅遊地區,文化園區,孔廟明倫堂1樓近劇院,孔廟明倫堂1樓近劇院入口處
臨江街夜市,大安區臨江街，位於通化街至基隆路口間。,63000030,25.028995,121.552906,其他,其他場所,臺北市大安區臨江街89之5號,自治會辦公室（臨江街89之5號）
保證責任臺北市站前地下街場地利用合作社,忠孝西路1段50-1號 B1,63000050,25.04691,121.51532,大型購物場所,地下街,控制中心門口,"控制中心門口旁,鄰近四號廣場,及Z1承德路出口,和Z4館前路出口"
